razao	cliente	bairro	cidade	uf	pre	logradouro	numero	cep	endereco	Latitude	Longitude	Endereco Formatado
Cipo Comércio Materiais Construção Ltda EPP	Cipo Com Mat Construção Ltda	Cipo	Embu-Guaçu	SP	R	Benedito Jandiro Soares	61	6900000	R. Benedito Jandiro Soares, 61 - Cipo, Embu-Guaçu - Embu-Guaçu, Brasil	-23,8771397	-46,7925287	Estr. do Embú Guaçu/Cipó, 50 - Parque Alvorada, Embu-Guaçu - SP, 06900-000, Brazil
Cirino & Samara Com Mat Constr Ltda Epp	Cirino & Samara Com Mat Ltda Epp	Perdizes	São Paulo	SP	R	Campevas 	480	5016010	R. Campevas , 480 - Perdizes, São Paulo - São Paulo, Brasil	-23,5386218	-46,6770766	R. Campevas, 480 - Perdizes, São Paulo - SP, 05016-010, Brazil
CL Comercial de Materiais de Construção Ltda	Constrular	Centro	Conceição do Jacuípe	BA	Pc	Benjamim Costa	48	44245000	Pc. Benjamim Costa, 48 - Centro, Conceição do Jacuípe - Conceição do Jacuípe, Brasil	-12,3304988	-38,7668814	Praça Benjamin Costa, 48, Conceição do Jacuípe - BA, 44245-000, Brazil
Claker Comércio de Ferragens Ltda Epp	Claker Com Ferr-Rede-SP-Grupo Okinawa	Jd. Imperador	São Paulo	SP	Av	Luis Pires de Minas	21	3933070	Av. Luis Pires de Minas, 21 - Jd. Imperador, São Paulo - São Paulo, Brasil	-23,5941517	-46,5030155	Av. Luís Píres de Minas, 21 - Cidade Centenário, São Paulo - SP, 03933-070, Brazil
Clarice Beline Giuli Epp	Clarice Belini Giuli ME	Vl. América	Porto Feliz	SP	R	João Tomas de Almeida	180	18540000	R. João Tomas de Almeida, 180 - Vl. América, Porto Feliz - Porto Feliz, Brasil	-23,220366	-47,5103058	João Thomaz de Almeida, 900 - Vila América, Porto Feliz - SP, 18540-000, Brazil
Clarimar Materiais p/ Construção Ltda ME	Clarimar Mat Constr	CPA III	Cuiabá	MT	R	Setenta e Seis	2	78058000	R. Setenta e Seis, 02 - CPA III, Cuiabá - Cuiabá, Brasil	-15,6391811	-55,9465437	R. Setenta e Um, 6 - CPA III, Cuiabá - MT, 78058-486, Brazil
Claudete Fini Wagner EPP	Claudete Fini Wagner	Centro	Taquaritinga	SP	R	Gen Glicério	18	15900000	R. Gen Glicério, 18 - Centro, Taquaritinga - Taquaritinga, Brasil	-21,4073373	-48,4975013	R. Gen. Glicério, 18, Taquaritinga - SP, 15900-000, Brazil
Claudia do Nascimento Espejo Me	Claudia do Nascimento Espejo	Pq.Gloria Ill	Catanduva	SP	Av	Palmares 	1895	15812020	Av. Palmares , 1895 - Pq.Gloria Ill, Catanduva - Catanduva, Brasil			
Claudinei Soares da Rocha & Cia Ltda EPP	Claudinei S da Rocha & Cia Ltda	Centro	Japura	PR	R	Jaracatia	253 A	87225000	R. Jaracatia, 253 A - Centro, Japura - Japura, Brasil	-23,4728264	-52,5547296	R. Jaracatiá, 253 - Jardim Primavera, Japurá - PR, 87225-000, Brazil
Claudio & Mario Ltda                         	Comercial Junior	Salgado	Caruaru	PE	R	Tupy	435	55016080	R. Tupy, 435 - Salgado, Caruaru - Caruaru, Brasil	-8,2760871	-35,9656095	R. Tupy, 435 - Salgado, Caruaru - PE, 55016-080, Brazil
Cláudio Alan Carnelos Pontal EPP	Claudio Alan Carnelos - Rede-RP-Construl	Centro	Pontal	SP	R	José Leonel Pupo	960	14180000	R. José Leonel Pupo, 960 - Centro, Pontal - Pontal, Brasil	-21,0236105	-48,0429413	R. José Leonel Pupo, 960, Pontal - SP, 14180-000, Brazil
Claudio Candido de Jesus Ferragens ME	Claudio C de Jesus Ferragens	Pereque Mirim	Ubatuba	SP	Av	Marginal	2261	11680000	Av. Marginal, 2261 - Pereque Mirim, Ubatuba - Ubatuba, Brasil	-23,488221	-45,1030977	R. Marginal, 2261 - Pereque-Mirim, Ubatuba - SP, 11680-000, Brazil
Claudio Soares de Souza                      	Casa Soares	Centro	Fortaleza	CE	R	Visconde de Saboya	82	60030090	R. Visconde de Saboya, 82 - Centro, Fortaleza - Fortaleza, Brasil	-3,7268627	-38,5251934	R. Visc. Sabóia, 82 - Centro, Fortaleza - CE, 60030-090, Brazil
Claudio Turqui Me	Claudio Turqui Me	Alto da Mooca	São Paulo	SP	R	Sapucaia	848	3170050	R. Sapucaia, 848 - Alto da Mooca, São Paulo - São Paulo, Brasil	-23,5535062	-46,5905323	R. Sapucaia, 848 - Mooca, São Paulo - SP, 03170-050, Brazil
Clayton de Almeida Marchini & Cia Ltda EPP	Clayton de Almeida Marchini & Cia	Pq Industrial I	Mandaguari	PR	Rod	BR 376	2947	86975000	Rod. BR 376, 2947 - Pq Industrial I, Mandaguari - Mandaguari, Brasil	-23,5162132	-51,6921413	BR-376, 2947 - Parque Industrial II, Mandaguari - PR, 86975-000, Brazil
Clemar Engenharia Ltda	Clemar Engenharia	Passa Vinte	Palhoça	SC	Av	Pedra Branca Rua E	S/n	88137270	Av. Pedra Branca Rua E, S/n - Passa Vinte, Palhoça - Palhoça, Brasil	-27,6256064	-48,6759142	Av. Pedra Branca, Palhoça - SC, Brazil
Cleto Materiais de Construção Eireli EPP	Cleto Mat Constr	Centro	Guaporé	RS	Av	Monsenhor Scalabrini 	1138	99200000	Av. Monsenhor Scalabrini , 1138 - Centro, Guaporé - Guaporé, Brasil	-28,8490127	-51,8914762	Av. Scalabrini, 1138 - Centro, Guaporé - RS, 99200-000, Brazil
Cleuza B Pitarelo Materiais Construção ME	Cleuza B Pitarelo Mat Construção	Ch.Do Trevo	Indaiatuba	SP	Av	Cel Antonio Estan Amaral	1551	13340480	Av. Cel Antonio Estan Amaral, 1551 - Ch.Do Trevo, Indaiatuba - Indaiatuba, Brasil			
CLG Materiais para Construção Ltda Epp	CLG Materiais para Construção Ltda	Setor Oeste	Goianésia	GO	R	32	423	76380000	R. 32, 423 - Setor Oeste, Goianésia - Goianésia, Brasil	-16,6972127	-49,2865976	R. C. 32, 423 - Jardim America, Goiânia - GO, 74265-220, Brazil
CLS Monegato Materiais p/ Construção Ltda ME	CLS Monegato Mat Constr	Limoeiro	Arujá	SP	Estr	Santa Isabel 	851	7400000	Estr. Santa Isabel , 851 - Limoeiro, Arujá - Arujá, Brasil	-23,4088666	-46,3158928	Estr. de Santa Isabel, 851 - Vila Pedroso, Arujá - SP, 07434-325, Brazil
Clube da Casa Atacadista Mat Construção Ltda	Clube da Casa Atacadista-Rede-MG-Assumac	Pq.Mariela	Varginha	MG	Av	Com Manoel Sendas	1135	37030010	Av. Com Manoel Sendas, 1135 - Pq.Mariela, Varginha - Varginha, Brasil	-21,5561413	-45,4555254	Av. Comendador Manoel Sendas, 1135 - Parque Mariela, Varginha - MG, 37030-010, Brazil
CMOS Com de Materiais de Construção Ltda	Montelar	Calabetão	Salvador	BA	Av	Nestor Duarte	S/N	40391200	Av. Nestor Duarte, S/N - Calabetão, Salvador - Salvador, Brasil	-12,9353681	-38,4859701	Av. Nestor Duarte, Salvador - BA, Brazil
CN Materiais para Construção Ltda Me	CN Materiais Constr L-Rede-MG-Casa Mais	Centro	Carmo do Rio Claro	MG	Av	José Evaristo Santana	445	37150000	Av. José Evaristo Santana, 445 - Centro, Carmo do Rio Claro - Carmo do Rio Claro, Brasil			
Cobayaxi  Cobayaxi Ltda EPP	Cobayaxi  Cobayaxi Ltda	Ouro Fino Paulista	Ribeirão Pires	SP	Rod	Índio Tibiriça	2500	9411500	Rod. Índio Tibiriça, 2500 - Ouro Fino Paulista, Ribeirão Pires - Ribeirão Pires, Brasil	-23,679082	-46,3536712	SP-031, 2502-2392 - Represa, Ribeirão Pires - SP, Brazil
Cobril Comercial Bringel Ltda	Cobril Comercial Bringel	Pau Amarelo	Paulista	PE	Av	José Cláudio G Leite	6718	53437530	Av. José Cláudio G Leite, 6718 - Pau Amarelo, Paulista - Paulista, Brasil	-7,8993609	-34,8258721	Av. Dr. Cláudio José Gueiros Leite, 6718 - Nossa Sra. do Ó, Paulista - PE, 53429-000, Brazil
Cocical Comércio de Cimento Cacoal Ltda	Cocical Com Cim Cacoal	Centro	Cacoal	RO	Av	Porto Velho	2579	76963877	Av. Porto Velho, 2579 - Centro, Cacoal - Cacoal, Brasil	-11,4381662	-61,4465897	Av. Porto Velho, 2579 - Centro, Cacoal - RO, Brazil
Cocil Construções Civis e Industriais Ltda	Cocil Construções Civis	São Geraldo	Manaus	AM	R	Pará	1039	69053070	R. Pará, 1039 - São Geraldo, Manaus - Manaus, Brasil	-3,1080644	-60,0263031	R. Pará, 1039 - São Geraldo, Manaus - AM, 69053-070, Brazil
Codarin Shopping da Construção Ltda	Codarin Shop da Const Ltda	Centro	Itupeva	SP	Av	Brasil	351	13295000	Av. Brasil, 351 - Centro, Itupeva - Itupeva, Brasil	-23,1665122	-47,0546521	Av. Brasil, 351 - Do Pinherinho, Itupeva - SP, 13295-000, Brazil
Codarin Shopping da Construção Ltda	Codarin Shopping da Construção Ltda	S Roque da chave	Itupeva	SP	Rod	V Pref Hermenegildo Tonoli	2399	13295000	Rod. V Pref Hermenegildo Tonoli, 2399 - S Roque da chave, Itupeva - Itupeva, Brasil			
Codismac Com Dist de Materiais de Const Ltda	Codismac	Quintino Cunha	Fortaleza	CE	R	Aline Vieira Colares	320	60351810	R. Aline Vieira Colares, 320 - Quintino Cunha, Fortaleza - Fortaleza, Brasil	-3,7333958	-38,5948074	R. Aline Viêira Colares, 320 - Quintino Cunha, Fortaleza - CE, 60351-810, Brazil
Cofaza Tintas Ltda	Cofaza Tintas	Vl. Rezende	Piracicaba	SP	Av	Dona Francisca	548	13405259	Av. Dona Francisca, 548 - Vl. Rezende, Piracicaba - Piracicaba, Brasil	-22,7119436	-47,6561808	Av. Dona Francisca, 548 - Vila Rezende, Piracicaba - SP, Brazil
Cofel Comercial de Ferragens Cruzalmense Ltda	Cofel	Centro	Cruz das Almas	BA	Pc	Senador Temístocles	80	44380000	Pc. Senador Temístocles, 80  - Centro, Cruz das Almas - Cruz das Almas, Brasil	-12,6744033	-39,1021142	Praça Sen. Temistocles, 80, Cruz das Almas - BA, 44380-000, Brazil
Cofermaco Com Mat p/ Construções Ltda ME	Cofermaco Com Mat Constr	Vista Alegre	Rio Negrinho	SC	Rod	BR 280	S/n	89295000	Rod. BR 280, S/n - Vista Alegre, Rio Negrinho - Rio Negrinho, Brasil	-26,2450633	-49,5194749	BR-280, Rio Negrinho - SC, 89295-000, Brazil
Cofremat Com de Mat p/ Construção Ltda ME	Cofremat Com Mat Constr	Assunção	São Bernardo do Campo	SP	R	César Felice Battistin	40	9861660	R. César Felice Battistin, 40 - Assunção, São Bernardo do Campo - São Bernardo do Campo, Brasil			
Cohacol Constr Habitacionais e Com Ltda EPP	Cohacol Constr Hab Com Ltda	Cohacol 3	Mineiros	GO	Av	Coqueiros	S/n	75830000	Av. Coqueiros, S/n - Cohacol 3, Mineiros - Mineiros, Brasil	-17,5585183	-52,5520525	Av. Coqueiros, 3 - Vila Santa Izabel, Mineiros - GO, 75830-000, Brazil
Cohacol Constr Habitacionais e Com Ltda EPP	Cohacol Constr Habitacionais E Com	Cohacol 3	Mineiros	GO	Av	Coqueiros	S/n	75830000	Av. Coqueiros, S/n - Cohacol 3, Mineiros - Mineiros, Brasil	-17,5585183	-52,5520525	Av. Coqueiros, 3 - Vila Santa Izabel, Mineiros - GO, 75830-000, Brazil
Coimbra & Antônio Ltda	Coimbra & Antonio	Pq. das Nações	Anápolis	GO	Av	Pedro Ludovico 	1678	75143120	Av. Pedro Ludovico , 1678 - Pq. das Nações, Anápolis - Anápolis, Brasil	-16,342586	-48,9698659	Av. Pedro Ludovico, 1678 - Jardim Nacoes Unidas, Anápolis - GO, 75143-120, Brazil
Coimbra Comércio Eletrica Hidraulica Ltda Me	Coimbra Com Eletrica e Hidr Ltda Me	Jd. Coimbra	São Paulo	SP	Estr	Do M`boi Mirim	3399 A	4905023	Estr. Do M`boi Mirim, 3399 A - Jd. Coimbra, São Paulo - São Paulo, Brasil	-23,6786957	-46,7635496	Estrada do M'Boi Mirim, 3386 - Jardim Imbé, São Paulo - SP, 04905-023, Brazil
Coimbra Materiais p/ Construções Ltda	Coimbra Mat Constr	Centro	Lorena	SP	R	Prof Frederico Silva Ramos	330	12600260	R. Prof Frederico Silva Ramos, 330 - Centro, Lorena - Lorena, Brasil	-22,7300527	-45,1192581	R. Prof. Frederico Ramos da Silva, 330 - Centro, Lorena - SP, 12600-260, Brazil
Coimbra Materiais para Construção Ltda ME	Coimbra Materiais p/ Construção Ltda	Centro	Catalão	GO	R	Araguaia	190	75701490	R. Araguaia, 190 - Centro, Catalão - Catalão, Brasil	-18,1671284	-47,952174	R. Araguaia, 190 - Lot. Boa Sorte, Catalão - GO, Brazil
Colaco Com Prod Vet Rac Mat Constr Ltda EPP	Colaco Com Prod Vet Rac Mat Constr Ltda.	Centro	Buri	SP	R	Exp Antonio Caetano S Filho	79	18290000	R. Exp Antonio Caetano S Filho, 79 - Centro, Buri - Buri, Brasil			
Colina Com Mat Construção de Dracena Ltda EPP	Colina Com Mat Constr	Centro	Dracena	SP	R	Brasil	1186	17900000	R. Brasil, 1186 - Centro, Dracena - Dracena, Brasil	-21,4884731	-51,5324399	R. Brasil, 1186 - Jardim Vera Cruz, Dracena - SP, 17900-000, Brazil
Colonial Guararema Com Mat Constr Ltda ME	Colonial Guararema Com Mat Constr Ltda	Morro Branco	Guararema	SP	R	João Barbosa De Oliveira	1877	8900000	R. João Barbosa De Oliveira, 1877 - Morro Branco, Guararema - Guararema, Brasil	-23,4128636	-46,03502	R. Maj. Paula Lopes, 2 - Nogueira, Guararema - SP, 08900-000, Brazil
Colorplas Tintas Ltda	Colorplas Tintas	Pontilhão	Barbacena	MG	Av	Gov Bias Fortes	1340	36204168	Av. Gov Bias Fortes, 1340 - Pontilhão, Barbacena - Barbacena, Brasil	-21,2138716	-43,7540527	R. Gov. Bias Fortes, 1340 - Pontilhão, Barbacena - MG, Brazil
Coltral Representações e Comércio Ltda EPP	Coltral Representações e Comércio	Cidade Nova	Marabá	PA	Av	Transamazonica 	2357	68501660	Av. Transamazonica , 2357 - Cidade Nova, Marabá - Marabá, Brasil	-5,3705575	-49,1303631	Av. Transamazônica, 2357 - Cidade Nova, Marabá - PA, 68501-660, Brazil
Columbia Materiais p/ Construções Ltda EPP	Columbia Materiais para Construções	Jd. de Lucca	Itatiba	SP	R	Luiz Scavone 	1005	13255290	R. Luiz Scavone , 1005 - Jd. de Lucca, Itatiba - Itatiba, Brasil	-23,0161892	-46,8419282	R. Luíz Scavone, 1005 - Jardim de Lucca, Itatiba - SP, Brazil
Columbia Telhas e Madeiras Ltda	Columbia Telhas e Madeiras Ltda.	Vl.Lisboa	São Paulo	SP	Av	Do Rio Bonito 	1628	4776002	Av. Do Rio Bonito , 1628 - Vl.Lisboa, São Paulo - São Paulo, Brasil	-23,6865165	-46,7023916	Av. do Rio Bonito, 1628 - Socorro, São Paulo - SP, Brazil
Coluna Materiais para Construção Ltda Me	Coluna Materiais para Construção Ltda Me	Lt Planalto B Rio	Várzea Grande	MT	R	São Gonçalo	S/n	78150000	R. São Gonçalo, S/n - Lt Planalto B Rio, Várzea Grande - Várzea Grande, Brasil			
Com de Mat de Constr São Chico Ltda Epp	Comércio de Mat Constr Sao Chico	Rócio Pequeno	São Francisco do Sul	SC	R	Almirante Barroso 	363	89240000	R. Almirante Barroso , 363 - Rócio Pequeno, São Francisco do Sul - São Francisco do Sul, Brasil	-26,2427773	-48,6290989	R. Alm. Barroso, 363 - Rocio Pequeno, São Francisco do Sul - SC, 89240-000, Brazil
Com de Mat p/ Construção Lanute Ltda ME	Com Mat Construção Lanute Ltda	Guaianazes	São Paulo	SP	Estr	do Lageado Velho	1080	8451000	Estr. do Lageado Velho, 1080 - Guaianazes, São Paulo - São Paulo, Brasil	-23,534248	-46,3992634	Estr. do Lageado Velho, 1080 - Guaianazes, São Paulo - SP, Brazil
Com de Tintas Matl Eletr e Hidr Verginia Ltda	Com Tintas Mat Eletr Hidr Verginia Ltda	Samambaia	Campo Magro	PR	Estr	Do Cerne PR 090	14233	83535000	Estr. Do Cerne PR 090, 14233 - Samambaia, Campo Magro - Campo Magro, Brasil			
Com e Ind Breithaupt S/A	Breithaupt - SC - Jaraguá do Sul.	Nereu Ramos	Jaraguá do Sul	SC	R	Edmundo Koch	1201	89265515	R. Edmundo Koch, 1201 - Nereu Ramos, Jaraguá do Sul - Jaraguá do Sul, Brasil	-26,4535145	-49,1557478	R. Edmundo Koch, 1201 - Nereu Ramos, Jaraguá do Sul - SC, Brazil
Com Mat C Mad Geral N Trabalhadores Ltda ME	Com Mat C Mad Geral N Trabalhadores L	Vl.Jacui	São Paulo	SP	Av	Jacu Pessego	4190	8260005	Av. Jacu Pessego, 4190 - Vl.Jacui, São Paulo - São Paulo, Brasil	-23,5541189	-46,4462824	Av. Jacu-Pêssego Nova Trabalhadores, 4190 - Vila Jacui, São Paulo - SP, 08260-005, Brazil
Com Mat Constr Alvorada Monte Mor Ltda EPP	Com Mat Constr Alvorada Monte Mor	Jd Nova Alvorada	Monte Mor	SP	R	Trinta	143	13190000	R. Trinta, 143 - Jd Nova Alvorada, Monte Mor - Monte Mor, Brasil	-22,9320299	-47,2562367	R. Trinta, 143, Monte Mor - SP, 13190-000, Brazil
Com Mat Constr Casa Rosada Ltda EPP	Com Mat Constr Casa Rosada Ltda EPP	Jd. Campanário	Diadema	SP	Av	Brasília	780	9931400	Av. Brasília, 780 - Jd. Campanário, Diadema - Diadema, Brasil	-23,6645599	-46,620608	Av. Brasília, 780 - Campanário, Diadema - SP, 09931-400, Brazil
Com Mat Constr Cidade Maia Ltda EPP	Com Mat Constr Cidade Maia Ltda EPP	Cidade Maia	Guarulhos	SP	R	Doutor Renato de A Maia	422	7114000	R. Doutor Renato de A Maia, 422 - Cidade Maia, Guarulhos - Guarulhos, Brasil	-23,4582164	-46,5262265	Av. Dr. Renato de Andrade Maia, 422 - Parque Renato Maia, Guarulhos - SP, Brazil
Com Mat Constr Goncalves & Forestti Ltda ME	Com M C Goncalves & Forestti- Rede-SP-Ca	Centro	Caieiras	SP	Av	Presidente Kennedy	80	7700000	Av. Presidente Kennedy, 80 - Centro, Caieiras - Caieiras, Brasil	-23,3640027	-46,739901	Av. Pres. Kenedy, 80 - Centro, Caieiras - SP, 07700-000, Brazil
Com Mat Constr Miguelopolense Ltda ME	Com Mat Constr Miguelopolense	Centro	Miguelópolis	SP	R	José Francisco Peixoto	640	14530000	R. José Francisco Peixoto, 640 - Centro, Miguelópolis - Miguelópolis, Brasil	-20,1774828	-48,0335808	R. José Francisco Peixoto, 640, Miguelópolis - SP, 14530-000, Brazil
Com Mat Constr Pinheiro Ltda ME	Comércio de Mat Constr Pinheiro	Cohab Barro Branco	São Paulo	SP	R	Antonio C M Lopes	1732	8473040	R. Antonio C M Lopes, 1732 - Cohab Barro Branco, São Paulo - São Paulo, Brasil			
Com Mat Construção Maria Luiza Ltda ME	Com Mat Constr Maria Luiza	Centro	Bariri	SP	R	Francisco Munhoz Cegarra 	809	17250000	R. Francisco Munhoz Cegarra , 809 - Centro, Bariri - Bariri, Brasil	-22,0820971	-48,7347586	R. Francisco Munhoz Cegarra, 809 - Jardim Maria Luiza, Bariri - SP, 17250-000, Brazil
Com Mat Construção Rabelo & Ribeiro Ltda Me	Com Mat Constr Rabelo & Ribeiro	Cj. R.Jose Bonifacio	São Paulo	SP	R	Jardim Tamoio	1561	8255010	R. Jardim Tamoio, 1561 - Cj. R.Jose Bonifacio, São Paulo - São Paulo, Brasil	-23,5524429	-46,429165	R. Jardim Tamôio, 1561 - Conj. Res. Jose Bonifacio, São Paulo - SP, 08255-010, Brazil
Com Mat de Construção Pedrita Ltda Me	Com Mat Constr Pedrita	Centro	Santa Helena	PR	R	Das Américas	460	85892000	R. Das Américas, 460 - Centro, Santa Helena - Santa Helena, Brasil	-24,8550383	-54,3335382	R. das Américas, 460, Santa Helena - PR, 85892-000, Brazil
Com Mat Eletr Hidraulicos Rocha Ltda Me	Com Mat Eletr Hidr Rocha Ltda Me	Jd. Maria Sampaio	São Paulo	SP	Av	Augusto Barbosa Tavares 	380	5790140	Av. Augusto Barbosa Tavares , 380 - Jd. Maria Sampaio, São Paulo - São Paulo, Brasil	-23,6421921	-46,785977	Av. Augusto Barbosa Taváres, 540 - Pirajussara, São Paulo - SP, Brazil
Com Mat p/ Construção Ambrosio Baldim L EPP	Ambrosio-Rede-SP-Cooperlar Redelar-(Prai	Estação	Peruíbe	SP	R	Prof Terezinha R Kalil	979	11750000	R. Prof Terezinha R Kalil, 979 - Estação, Peruíbe - Peruíbe, Brasil			
Com Mat p/ Construção Pq Rio Pequeno Ltda ME	Com Mat Constr Pq Rio Pequeno Ltda	Rio Pequeno	São Paulo	SP	Av	Benedito de Lima	99	5376020	Av. Benedito de Lima, 99 - Rio Pequeno, São Paulo - São Paulo, Brasil	-23,5796652	-46,7677757	Av. Benedito de Lima, 99 - Vila Antonio, São Paulo - SP, 05376-020, Brazil
Com Mat p/ Construção S M São Jorge Ltda Me	Com Mat Constr S M São Jorge	Centro	Tupi Paulista	SP	Av	9 de Julho	134	17930000	Av. 9 de Julho, 134 - Centro, Tupi Paulista - Tupi Paulista, Brasil	-21,380302	-51,5640571	Av. Nove de Julho, 134 - Jardim das Flores, Tupi Paulista - SP, 17930-000, Brazil
Com Materiais de Construção Lorenzetti Ltda	Com Mat Constr Lorenzetti Ltda	Centro	Tangará da Serra	MT	Av	Brasil	1250W	78300000	Av. Brasil, 1250W - Centro, Tangará da Serra - Tangará da Serra, Brasil	-14,6125778	-57,4780276	Av. Brasil, 1250 - Jardim Europa, Tangará da Serra - MT, 78300-000, Brazil
Com Materiais p/ Construção Franchini Ltda Me	Coml Mat Construção Franchini	Jd Santiago	Tangará da Serra	MT	R	Celso Rosa de Lima	1246 N	78300000	R. Celso Rosa de Lima, 1246 N - Jd Santiago, Tangará da Serra - Tangará da Serra, Brasil	-14,6116464	-57,4877279	R. Célso Rosa Lima (26), 1246 - Jardim Eldorado, Tangará da Serra - MT, 78300-000, Brazil
Com Matl de Construção Sgotti Ltda EPP	Com Matl Constr Sgotti Ltda EPP	Sarrinha II	Ouroeste	SP	Av	dos Bandeirantes	1995	15685000	Av. dos Bandeirantes, 1995 - Sarrinha II, Ouroeste - Ouroeste, Brasil	-19,9931156	-50,3781251	Av. dos Bandeirantes, 2255 - Jardim Sarinha II, Ouroeste - SP, 15685-000, Brazil
Comab Materiais de Construção Ltda Epp	Comab Mat Constr	Estaçao	Araucária	PR	R	Pedro Nolasco Pizzato 	80	83705171	R. Pedro Nolasco Pizzato , 80 - Estaçao, Araucária - Araucária, Brasil	-25,5718656	-49,391395	R. Pedro Nolasco Pizzatto, 80 - Estação, Araucária - PR, Brazil
Comacal Materiais para Construção Ltda	Comacal Mat Constr.	Vl. Nova	Apucarana	PR	Av	Minas Gerais 	2543	86813250	Av. Minas Gerais , 2543 - Vl. Nova, Apucarana - Apucarana, Brasil	-23,5580027	-51,4403199	Av. Minas Gerais, 2543 - Vila Sao Miguel, Apucarana - PR, Brazil
Comaco Comercial Materiais de Construção Ltda	Comaco Com Mat Constr Ltda	Centro	Agudos	SP	R	15 de Novembro	770	17120000	R. 15 de Novembro, 770 - Centro, Agudos - Agudos, Brasil	-20,7291826	-48,0598396	Av. XV de Novembro, 770, Morro Agudo - SP, 14640-000, Brazil
Comacon Com Materiais de Construção Ltda Epp	Comacon Com Mat	Floresta	Gramado	RS	Av	Borges de Medeiros	4700	95670000	Av. Borges de Medeiros, 4700 - Floresta, Gramado - Gramado, Brasil	-29,3646308	-50,8818684	Av. Borges de Medeiros, 4700, Gramado - RS, 95670-000, Brazil
Comagri Com de Madeira Mat  Agr e Construção	Cerâmica Milhã	Centro	Milhã	CE	R	Francisco Holanda	141	63635000	R. Francisco Holanda, 141 - Centro, Milhã - Milhã, Brasil			
Comai Lencoense Comércio Mat Constr Ltda	Comai Lençoense Rede-SP-Gpo Construsete	Jd. João Paccola	Lençóis Paulista	SP	R	José Antônio Blanco	750	18682970	R. José Antônio Blanco, 750 - Jd. João Paccola, Lençóis Paulista - Lençóis Paulista, Brasil			
Comap Materiais para Construções Ltda	Comap Mat Constr Ltda	Baroni	Barretos	SP	Av	Quarenta e Sete	485	14780440	Av. Quarenta e Sete, 485 - Baroni, Barretos - Barretos, Brasil	-20,5520969	-48,5825186	Av. Quarenta e Sete, 485 - Centro, Barretos - SP, 14780-440, Brazil
Comarco Comercial Araguari Ind e Constr Ltda	Comarco Coml Araguari Ind Constr Ltda	Centro	Araguari	MG	R	Olegário Maciel	758	38440218	R. Olegário Maciel, 758 - Centro, Araguari - Araguari, Brasil	-18,6521257	-48,1982966	R. Olegário Maciel, 758 - Centro, Araguari - MG, 38440-218, Brazil
Comasul Com Cor Mang Sul Matogrossense Ltda	Comasul Com Cor Mang Sul Matogrossense L	NULL	Dourados	MS	Av	Marcelino Pires 	3101	79800003	Av. Marcelino Pires , 3101 - NULL, Dourados - Dourados, Brasil			
Combatente Material de Construção Ltda EPP	Combatente Mat Constr Ltda EPP	Centro	Uruaçu	GO	Av	Tocantins 	22	76400000	Av. Tocantins , 22 - Centro, Uruaçu - Uruaçu, Brasil	-14,526178	-49,1371587	Av. Tocantins, 22 - Vila Santana, Uruaçu - GO, 76400-000, Brazil
Combrasil Comércio de Tintas Ltda EPP	Combrasil Com Tintas Ltda EPP.	Centro	Governador Valadares	MG	Av	Minas Gerais	782	35010151	Av. Minas Gerais, 782 - Centro, Governador Valadares - Governador Valadares, Brasil	-18,8527452	-41,9468682	Av. Minas Gerais, 782 - Centro, Gov. Valadares - MG, 35010-151, Brazil
Comercial  de Ferragens São Luis Ltda	Comercial São Luis - Stº Ant de Jesus/BA	Centro	Santo Antônio de Jesus	BA	Av	Luis Viana	101	44571019	Av. Luis Viana, 101 - Centro, Santo Antônio de Jesus - Santo Antônio de Jesus, Brasil	-12,9663028	-39,26015	Av. Luiz Viana, 101 - Centro, Santo Antônio de Jesus - BA, Brazil
Comercial  Mapro Ltda EPP	Madereira Progresso	Santa Terezinha	São Gotardo	MG	Av	Brasil 	263	38800000	Av. Brasil , 263 - Santa Terezinha, São Gotardo - São Gotardo, Brasil	-19,3215014	-46,0526363	Av. Brasil, 263 - São Vicente, São Gotardo - MG, 38800-000, Brazil
Comercial  Riopedrense Ltda EPP	Coml Riopedrense Ltda EPP	Centro	Rio das Pedras	SP	R	Massud Coury 	484	13390000	R. Massud Coury , 484 - Centro, Rio das Pedras - Rio das Pedras, Brasil	-22,8452684	-47,6037874	R. Massud Coury, 484 - Jardim Dona Antonieta, Rio das Pedras - SP, 13390-000, Brazil
Comercial  Sanches Marin Ltda	Coml Sanches Marin Ltda	Centro	Santa Cruz do Rio Pardo	SP	Av	Tiradentes 	73	18900000	Av. Tiradentes , 73 - Centro, Santa Cruz do Rio Pardo - Santa Cruz do Rio Pardo, Brasil	-22,905571	-49,6289009	Av. Tiradentes, 73 - Bairro São José, Santa Cruz do Rio Pardo - SP, 18900-000, Brazil
Comercial Acocella Ltda Me	Comercial Acocella Ltda Me	Vl.Carioca	São Paulo	SP	R	Albino de Morais	346	4223120	R. Albino de Morais, 346 - Vl.Carioca, São Paulo - São Paulo, Brasil	-23,6008049	-46,5888753	Rua Albino de Morais, 346 - Vila Independencia, São Paulo - SP, 04223-120, Brazil
